2022-08-30/00:07:30.059,-4.00E-01
2022-08-30/00:22:30.059,-3.84E+00
2022-08-30/00:37:30.059,-3.64E+00
2022-08-30/00:52:30.059,-3.68E+00
2022-08-30/01:07:30.059,-2.88E+00
2022-08-30/01:22:30.059,-3.64E+00
2022-08-30/01:37:30.059,-3.52E+00
2022-08-30/01:52:30.059,-3.80E+00
2022-08-30/02:07:30.059,-3.80E+00
2022-08-30/02:22:30.059,-2.48E+00
2022-08-30/02:37:30.059,-3.52E+00
2022-08-30/02:52:30.059,-3.56E+00
2022-08-30/03:07:30.059,-3.40E+00
2022-08-30/03:22:30.059,-3.84E+00
2022-08-30/03:37:30.059,-3.60E+00
2022-08-30/03:52:30.059,-3.00E+00
2022-08-30/04:07:30.059,-3.68E+00
2022-08-30/04:22:30.059,-3.52E+00
2022-08-30/04:37:30.059,-3.60E+00
2022-08-30/04:52:30.059,-3.56E+00
2022-08-30/05:07:30.059,-3.32E+00
2022-08-30/05:22:30.059,-3.76E+00
2022-08-30/05:37:30.059,-3.44E+00
2022-08-30/05:52:30.059,-3.92E+00
2022-08-30/06:07:30.059,-4.08E+00
2022-08-30/06:22:30.059,-4.04E+00
2022-08-30/06:37:30.059,-3.60E+00
2022-08-30/06:52:30.059,-2.68E+00
2022-08-30/07:07:30.059,-1.48E+00
2022-08-30/07:22:30.059,-3.28E+00
2022-08-30/07:37:30.059,-3.56E+00
2022-08-30/07:52:30.059,-4.20E+00
2022-08-30/08:07:30.059,-4.36E+00
2022-08-30/08:22:30.059,-4.48E+00
2022-08-30/08:37:30.059,-4.72E+00
2022-08-30/08:52:30.059,-4.72E+00
2022-08-30/09:07:30.059,-4.76E+00
2022-08-30/09:22:30.059,-4.76E+00
2022-08-30/09:37:30.059,-4.88E+00
2022-08-30/09:52:30.059,-4.84E+00
2022-08-30/10:07:30.059,-4.92E+00
2022-08-30/10:22:30.059,-4.92E+00
2022-08-30/10:37:30.059,-4.76E+00
2022-08-30/10:52:30.059,-4.80E+00
2022-08-30/11:07:30.059,-4.84E+00
2022-08-30/11:22:30.059,-4.88E+00
2022-08-30/11:37:30.059,-4.92E+00
2022-08-30/11:52:30.059,-4.92E+00
2022-08-30/12:07:30.059,-4.84E+00
2022-08-30/12:22:30.059,-4.88E+00
2022-08-30/12:37:30.059,-4.72E+00
2022-08-30/12:52:30.059,-4.80E+00
2022-08-30/13:07:30.059,-4.80E+00
2022-08-30/13:22:30.059,-4.72E+00
2022-08-30/13:37:30.059,-4.48E+00
2022-08-30/13:52:30.059,-4.68E+00
2022-08-30/14:07:30.059,-4.64E+00
2022-08-30/14:22:30.059,-4.72E+00
2022-08-30/14:37:30.059,-4.68E+00
2022-08-30/14:52:30.059,-4.72E+00
2022-08-30/15:07:30.059,-4.56E+00
2022-08-30/15:22:30.059,-4.56E+00
2022-08-30/15:37:30.059,-4.56E+00
2022-08-30/15:52:30.059,-4.56E+00
2022-08-30/16:07:30.059,-4.48E+00
2022-08-30/16:22:30.059,-4.44E+00
2022-08-30/16:37:30.059,-4.44E+00
2022-08-30/16:52:30.059,-4.16E+00
2022-08-30/17:07:30.059,-4.20E+00
2022-08-30/17:22:30.059,-4.08E+00
2022-08-30/17:37:30.059,-4.08E+00
2022-08-30/17:52:30.059,-4.08E+00
2022-08-30/18:07:30.059,-4.16E+00
2022-08-30/18:22:30.059,-2.96E+00
2022-08-30/18:37:30.059,-3.28E+00
2022-08-30/18:52:30.059,-2.52E+00
2022-08-30/19:07:30.059,-2.56E+00
2022-08-30/19:22:30.059,-3.04E+00
2022-08-30/19:37:30.059,-2.92E+00
2022-08-30/19:52:30.059,-3.16E+00
2022-08-30/20:07:30.059,-3.60E+00
2022-08-30/20:22:30.059,-3.80E+00
2022-08-30/20:37:30.059,-3.68E+00
2022-08-30/20:52:30.059,-3.64E+00
2022-08-30/21:07:30.059,-4.32E+00
2022-08-30/21:22:30.059,-4.12E+00
2022-08-30/21:37:30.059,-4.52E+00
2022-08-30/21:52:30.059,-4.04E+00
2022-08-30/22:07:30.059,-3.96E+00
2022-08-30/22:22:30.059,-3.96E+00
2022-08-30/22:37:30.059,-3.36E+00
2022-08-30/22:52:30.059,-4.00E+00
2022-08-30/23:07:30.059,-1.68E+00
2022-08-30/23:22:30.059,-2.76E+00
2022-08-30/23:37:30.059,-3.92E+00
2022-08-30/23:52:30.059,-3.52E+00
2022-08-31/00:07:30.059,-4.32E+00
2022-08-31/00:22:30.059,-4.28E+00
2022-08-31/00:37:30.059,-3.60E+00
2022-08-31/00:52:30.059,-4.00E+00
2022-08-31/01:07:30.059,-3.64E+00
2022-08-31/01:22:30.059,-4.00E+00
2022-08-31/01:37:30.059,-2.80E+00
2022-08-31/01:52:30.059,-3.56E+00
2022-08-31/02:07:30.059,-3.32E+00
2022-08-31/02:22:30.059,-1.40E+00
2022-08-31/02:37:30.059,-3.24E+00
2022-08-31/02:52:30.059,-1.08E+00
2022-08-31/03:07:30.059,-2.92E+00
2022-08-31/03:22:30.059,-3.76E+00
2022-08-31/03:37:30.059,-4.00E+00
2022-08-31/03:52:30.059,-3.96E+00
2022-08-31/04:07:30.059,-3.88E+00
2022-08-31/04:22:30.059,-3.72E+00
2022-08-31/04:37:30.059,-3.12E+00
2022-08-31/04:52:30.059,-3.40E+00
2022-08-31/05:07:30.059,6.00E-01
2022-08-31/05:22:30.059,-3.76E+00
2022-08-31/05:37:30.059,-3.20E+00
2022-08-31/05:52:30.059,-3.20E+00
2022-08-31/06:07:30.059,-4.08E+00
2022-08-31/06:22:30.059,-3.68E+00
2022-08-31/06:37:30.059,-4.32E+00
2022-08-31/06:52:30.059,-4.32E+00
2022-08-31/07:07:30.059,-3.44E+00
2022-08-31/07:22:30.059,-4.56E+00
2022-08-31/07:37:30.059,-5.00E+00
2022-08-31/07:52:30.059,-5.24E+00
2022-08-31/08:07:30.059,-4.24E+00
2022-08-31/08:22:30.059,-5.04E+00
2022-08-31/08:37:30.059,-4.12E+00
2022-08-31/08:52:30.059,-3.48E+00
2022-08-31/09:07:30.059,-4.24E+00
2022-08-31/09:22:30.059,-4.32E+00
2022-08-31/09:37:30.059,-3.60E+00
2022-08-31/09:52:30.059,-3.64E+00
2022-08-31/10:07:30.059,-4.60E+00
2022-08-31/10:22:30.059,-4.72E+00
2022-08-31/10:37:30.059,-4.56E+00
2022-08-31/10:52:30.059,-4.28E+00
2022-08-31/11:07:30.059,-3.48E+00
2022-08-31/11:22:30.059,-4.12E+00
2022-08-31/11:37:30.059,-4.20E+00
2022-08-31/11:52:30.059,-4.28E+00
2022-08-31/12:07:30.059,-4.00E+00
2022-08-31/12:22:30.059,-4.00E+00
2022-08-31/12:37:30.059,-3.96E+00
2022-08-31/12:52:30.059,-4.04E+00
2022-08-31/13:07:30.059,-3.52E+00
2022-08-31/13:22:30.059,-3.28E+00
2022-08-31/13:37:30.059,-3.44E+00
2022-08-31/13:52:30.059,-3.28E+00
2022-08-31/14:07:30.059,-3.72E+00
2022-08-31/14:22:30.059,-3.72E+00
2022-08-31/14:37:30.059,-3.72E+00
2022-08-31/14:52:30.059,-3.16E+00
2022-08-31/15:07:30.059,-3.84E+00
2022-08-31/15:22:30.059,-3.48E+00
2022-08-31/15:37:30.059,-1.24E+00
2022-08-31/15:52:30.059,-3.84E+00
2022-08-31/16:07:30.059,-4.20E+00
2022-08-31/16:22:30.059,-3.76E+00
2022-08-31/16:37:30.059,-3.68E+00
2022-08-31/16:52:30.059,-3.24E+00
2022-08-31/17:07:30.059,-4.36E+00
2022-08-31/17:22:30.059,-3.60E+00
2022-08-31/17:37:30.059,-4.00E+00
2022-08-31/17:52:30.059,-4.00E+00
2022-08-31/18:07:30.059,-3.96E+00
2022-08-31/18:22:30.059,-3.72E+00
2022-08-31/18:37:30.059,-3.60E+00
2022-08-31/18:52:30.059,-3.00E+00
2022-08-31/19:07:30.059,-3.56E+00
2022-08-31/19:22:30.059,-3.20E+00
2022-08-31/19:37:30.059,-3.56E+00
2022-08-31/19:52:30.059,-2.44E+00
2022-08-31/20:07:30.059,-3.48E+00
2022-08-31/20:22:30.059,-2.48E+00
2022-08-31/20:37:30.059,-3.16E+00
2022-08-31/20:52:30.059,-3.16E+00
2022-08-31/21:07:30.059,-3.36E+00
2022-08-31/21:22:30.059,-3.08E+00
2022-08-31/21:37:30.059,-2.80E+00
2022-08-31/21:52:30.059,-2.64E+00
2022-08-31/22:07:30.059,-3.08E+00
2022-08-31/22:22:30.059,-3.36E+00
2022-08-31/22:37:30.059,-3.72E+00
2022-08-31/22:52:30.059,-3.76E+00
2022-08-31/23:07:30.059,-3.96E+00
2022-08-31/23:22:30.059,-4.00E+00
2022-08-31/23:37:30.059,-3.96E+00
2022-08-31/23:52:30.059,-3.88E+00
2022-09-01/00:07:30.059,-3.48E+00
2022-09-01/00:22:30.059,-3.32E+00
2022-09-01/00:37:30.059,-3.88E+00
2022-09-01/00:52:30.059,-3.44E+00
2022-09-01/01:07:30.059,-3.96E+00
2022-09-01/01:22:30.059,-3.56E+00
2022-09-01/01:37:30.059,-3.80E+00
2022-09-01/01:52:30.059,-2.52E+00
2022-09-01/02:07:30.059,-3.36E+00
2022-09-01/02:22:30.059,-3.72E+00
2022-09-01/02:37:30.059,-3.68E+00
2022-09-01/02:52:30.059,-3.88E+00
2022-09-01/03:07:30.059,-3.76E+00
2022-09-01/03:22:30.059,-3.96E+00
2022-09-01/03:37:30.059,-4.00E+00
2022-09-01/03:52:30.059,-3.92E+00
2022-09-01/04:07:30.059,-3.84E+00
2022-09-01/04:22:30.059,-3.96E+00
2022-09-01/04:37:30.059,-2.92E+00
2022-09-01/04:52:30.059,-3.72E+00
2022-09-01/05:07:30.059,-3.96E+00
2022-09-01/05:22:30.059,-3.72E+00
2022-09-01/05:37:30.059,-3.60E+00
2022-09-01/05:52:30.059,-3.28E+00
2022-09-01/06:07:30.059,-3.92E+00
2022-09-01/06:22:30.059,-3.96E+00
2022-09-01/06:37:30.059,-3.88E+00
2022-09-01/06:52:30.059,-3.88E+00
2022-09-01/07:07:30.059,-3.88E+00
2022-09-01/07:22:30.059,-3.84E+00
2022-09-01/07:37:30.059,-3.28E+00
2022-09-01/07:52:30.059,-3.52E+00
2022-09-01/08:07:30.059,-3.76E+00
2022-09-01/08:22:30.059,-3.92E+00
2022-09-01/08:37:30.059,-3.68E+00
2022-09-01/08:52:30.059,-3.72E+00
2022-09-01/09:07:30.059,-3.80E+00
2022-09-01/09:22:30.059,-3.60E+00
2022-09-01/09:37:30.059,-3.88E+00
2022-09-01/09:52:30.059,-3.80E+00
2022-09-01/10:07:30.059,-3.04E+00
2022-09-01/10:22:30.059,-3.84E+00
2022-09-01/10:37:30.059,-3.64E+00
2022-09-01/10:52:30.059,-2.88E+00
2022-09-01/11:07:30.059,-2.60E+00
2022-09-01/11:22:30.059,-2.96E+00
2022-09-01/11:37:30.059,-2.84E+00
2022-09-01/11:52:30.059,-2.68E+00
2022-09-01/12:07:30.059,-2.64E+00
2022-09-01/12:22:30.059,-2.32E+00
2022-09-01/12:37:30.059,-3.16E+00
2022-09-01/12:52:30.059,-3.04E+00
2022-09-01/13:07:30.059,-3.48E+00
2022-09-01/13:22:30.059,-3.28E+00
2022-09-01/13:37:30.059,-3.40E+00
2022-09-01/13:52:30.059,-3.52E+00
2022-09-01/14:07:30.059,-3.48E+00
2022-09-01/14:22:30.059,-3.24E+00
2022-09-01/14:37:30.059,-3.72E+00
2022-09-01/14:52:30.059,-3.20E+00
2022-09-01/15:07:30.059,-3.20E+00
2022-09-01/15:22:30.059,-3.48E+00
2022-09-01/15:37:30.059,-3.56E+00
2022-09-01/15:52:30.059,-3.20E+00
2022-09-01/16:07:30.059,-3.72E+00
2022-09-01/16:22:30.059,-3.88E+00
2022-09-01/16:37:30.059,-3.20E+00
2022-09-01/16:52:30.059,-3.76E+00
2022-09-01/17:07:30.059,-3.28E+00
2022-09-01/17:22:30.059,-3.80E+00
2022-09-01/17:37:30.059,-3.84E+00
2022-09-01/17:52:30.059,-3.64E+00
2022-09-01/18:07:30.059,-3.92E+00
2022-09-01/18:22:30.059,-3.40E+00
2022-09-01/18:37:30.059,-3.72E+00
2022-09-01/18:52:30.059,-3.72E+00
2022-09-01/19:07:30.059,-2.76E+00
2022-09-01/19:22:30.059,-3.44E+00
2022-09-01/19:37:30.059,-3.72E+00
2022-09-01/19:52:30.059,-3.52E+00
2022-09-01/20:07:30.059,-3.76E+00
2022-09-01/20:22:30.059,-3.36E+00
2022-09-01/20:37:30.059,-2.76E+00
2022-09-01/20:52:30.059,-3.60E+00
2022-09-01/21:07:30.059,-3.68E+00
2022-09-01/21:22:30.059,-3.60E+00
2022-09-01/21:37:30.059,-2.16E+00
2022-09-01/21:52:30.059,-3.44E+00
2022-09-01/22:07:30.059,-3.48E+00
2022-09-01/22:22:30.059,-2.80E+00
2022-09-01/22:37:30.059,-3.52E+00
2022-09-01/22:52:30.059,-3.60E+00
2022-09-01/23:07:30.059,-3.48E+00
2022-09-01/23:22:30.059,-3.56E+00
2022-09-01/23:37:30.059,-3.60E+00
2022-09-01/23:52:30.059,-3.24E+00
2022-09-02/00:07:30.059,-3.40E+00
2022-09-02/00:22:30.059,-3.36E+00
2022-09-02/00:37:30.059,-2.84E+00
2022-09-02/00:52:30.059,-3.36E+00
2022-09-02/01:07:30.059,-3.24E+00
2022-09-02/01:22:30.059,-2.96E+00
2022-09-02/01:37:30.059,-2.84E+00
2022-09-02/01:52:30.059,-3.32E+00
2022-09-02/02:07:30.059,-3.52E+00
2022-09-02/02:22:30.059,-3.36E+00
2022-09-02/02:37:30.059,-3.56E+00
2022-09-02/02:52:30.059,-3.72E+00
2022-09-02/03:07:30.059,-3.40E+00
2022-09-02/03:22:30.059,-3.64E+00
2022-09-02/03:37:30.059,-3.60E+00
2022-09-02/03:52:30.059,-3.44E+00
2022-09-02/04:07:30.059,-3.64E+00
2022-09-02/04:22:30.059,-3.48E+00
2022-09-02/04:37:30.059,-3.56E+00
2022-09-02/04:52:30.059,-3.40E+00
2022-09-02/05:07:30.059,-2.88E+00
2022-09-02/05:22:30.059,-3.52E+00
2022-09-02/05:37:30.059,-3.52E+00
2022-09-02/05:52:30.059,-3.48E+00
2022-09-02/06:07:30.059,-3.52E+00
2022-09-02/06:22:30.059,-3.68E+00
2022-09-02/06:37:30.059,-3.56E+00
2022-09-02/06:52:30.059,-3.24E+00
2022-09-02/07:07:30.059,-2.96E+00
2022-09-02/07:22:30.059,-3.08E+00
2022-09-02/07:37:30.059,-1.92E+00
2022-09-02/07:52:30.059,-1.84E+00
2022-09-02/08:07:30.059,-2.48E+00
2022-09-02/08:22:30.059,-3.12E+00
2022-09-02/08:37:30.059,-3.20E+00
2022-09-02/08:52:30.059,-2.84E+00
2022-09-02/09:07:30.059,-3.00E+00
2022-09-02/09:22:30.059,-3.12E+00
2022-09-02/09:37:30.059,-3.44E+00
2022-09-02/09:52:30.059,-3.36E+00
2022-09-02/10:07:30.059,-2.88E+00
2022-09-02/10:22:30.059,-3.08E+00
2022-09-02/10:37:30.059,-2.44E+00
2022-09-02/10:52:30.059,-3.08E+00
2022-09-02/11:07:30.059,-1.88E+00
2022-09-02/11:22:30.059,-2.92E+00
2022-09-02/11:37:30.059,-1.72E+00
2022-09-02/11:52:30.059,-3.36E+00
2022-09-02/12:07:30.059,-3.60E+00
2022-09-02/12:22:30.059,-2.96E+00
2022-09-02/12:37:30.059,-3.56E+00
2022-09-02/12:52:30.059,-3.60E+00
2022-09-02/13:07:30.059,-3.36E+00
2022-09-02/13:22:30.059,-3.28E+00
2022-09-02/13:37:30.059,-3.48E+00
2022-09-02/13:52:30.059,-3.64E+00
2022-09-02/14:07:30.059,-3.12E+00
2022-09-02/14:22:30.059,-3.16E+00
2022-09-02/14:37:30.059,-3.04E+00
2022-09-02/14:52:30.059,-3.16E+00
2022-09-02/15:07:30.059,-3.40E+00
2022-09-02/15:22:30.059,-3.16E+00
2022-09-02/15:37:30.059,-3.32E+00
2022-09-02/15:52:30.059,-3.32E+00
2022-09-02/16:07:30.059,-3.32E+00
2022-09-02/16:22:30.059,-3.24E+00
2022-09-02/16:37:30.059,-3.00E+00
2022-09-02/16:52:30.059,-3.20E+00
2022-09-02/17:07:30.059,-2.48E+00
2022-09-02/17:22:30.059,-8.40E-01
2022-09-02/17:37:30.059,-2.16E+00
2022-09-02/17:52:30.059,-3.48E+00
2022-09-02/18:07:30.059,-3.00E+00
2022-09-02/18:22:30.059,-3.00E+00
2022-09-02/18:37:30.059,-2.92E+00
2022-09-02/18:52:30.059,-3.00E+00
2022-09-02/19:07:30.059,-2.64E+00
2022-09-02/19:22:30.059,-3.20E+00
2022-09-02/19:37:30.059,-3.20E+00
2022-09-02/19:52:30.059,-3.24E+00
2022-09-02/20:07:30.059,-2.96E+00
2022-09-02/20:22:30.059,-2.80E+00
2022-09-02/20:37:30.059,-3.12E+00
2022-09-02/20:52:30.059,-3.04E+00
2022-09-02/21:07:30.059,-2.48E+00
2022-09-02/21:22:30.059,1.72E+00
2022-09-02/21:37:30.059,-3.80E+00
2022-09-02/21:52:30.059,-3.52E+00
2022-09-02/22:07:30.059,-3.68E+00
2022-09-02/22:22:30.059,-3.60E+00
2022-09-02/22:37:30.059,-3.32E+00
2022-09-02/22:52:30.059,-3.40E+00
2022-09-02/23:07:30.059,-3.36E+00
2022-09-02/23:22:30.059,-3.40E+00
2022-09-02/23:37:30.059,-3.76E+00
2022-09-02/23:52:30.059,-3.68E+00
2022-09-03/00:07:30.059,-3.64E+00
2022-09-03/00:22:30.059,-3.56E+00
2022-09-03/00:37:30.059,-3.08E+00
2022-09-03/00:52:30.059,-2.32E+00
2022-09-03/01:07:30.059,-2.64E+00
2022-09-03/01:22:30.059,-2.96E+00
2022-09-03/01:37:30.059,-2.84E+00
2022-09-03/01:52:30.059,-2.96E+00
2022-09-03/02:07:30.059,-3.20E+00
2022-09-03/02:22:30.059,-3.16E+00
2022-09-03/02:37:30.059,-3.12E+00
2022-09-03/02:52:30.059,-2.96E+00
2022-09-03/03:07:30.059,-2.68E+00
2022-09-03/03:22:30.059,-2.84E+00
2022-09-03/03:37:30.059,-2.96E+00
2022-09-03/03:52:30.059,-3.04E+00
2022-09-03/04:07:30.059,-3.04E+00
2022-09-03/04:22:30.059,-3.00E+00
2022-09-03/04:37:30.059,-2.48E+00
2022-09-03/04:52:30.059,-2.76E+00
2022-09-03/05:07:30.059,-2.72E+00
2022-09-03/05:22:30.059,-2.72E+00
2022-09-03/05:37:30.059,-2.88E+00
2022-09-03/05:52:30.059,-2.76E+00
2022-09-03/06:07:30.059,-2.68E+00
2022-09-03/06:22:30.059,-2.84E+00
2022-09-03/06:37:30.059,-2.88E+00
2022-09-03/06:52:30.059,-3.04E+00
2022-09-03/07:07:30.059,-3.04E+00
2022-09-03/07:22:30.059,-2.88E+00
2022-09-03/07:37:30.059,-2.64E+00
2022-09-03/07:52:30.059,-2.72E+00
2022-09-03/08:07:30.059,-3.00E+00
2022-09-03/08:22:30.059,-2.92E+00
2022-09-03/08:37:30.059,-2.84E+00
2022-09-03/08:52:30.059,-3.00E+00
2022-09-03/09:07:30.059,-2.88E+00
2022-09-03/09:22:30.059,-3.12E+00
2022-09-03/09:37:30.059,-3.32E+00
2022-09-03/09:52:30.059,-3.28E+00
2022-09-03/10:07:30.059,-3.16E+00
2022-09-03/10:22:30.059,-2.88E+00
2022-09-03/10:37:30.059,-3.12E+00
2022-09-03/10:52:30.059,-3.00E+00
2022-09-03/11:07:30.059,-3.20E+00
2022-09-03/11:22:30.059,-3.04E+00
2022-09-03/11:37:30.059,-3.08E+00
2022-09-03/11:52:30.059,-2.84E+00
2022-09-03/12:07:30.059,-2.88E+00
2022-09-03/12:22:30.059,-3.16E+00
2022-09-03/12:37:30.059,-2.80E+00
2022-09-03/12:52:30.059,-2.92E+00
2022-09-03/13:07:30.059,-2.88E+00
2022-09-03/13:22:30.059,-2.68E+00
2022-09-03/13:37:30.059,-2.64E+00
2022-09-03/13:52:30.059,-2.52E+00
2022-09-03/14:07:30.059,-2.40E+00
2022-09-03/14:22:30.059,-2.72E+00
2022-09-03/14:37:30.059,-2.44E+00
2022-09-03/14:52:30.059,-1.92E+00
2022-09-03/15:07:30.059,-1.72E+00
2022-09-03/15:22:30.059,-2.92E+00
